file,parse_ok,ver_sw,sys_name,hw,sys_autostart,mav_type,ekf2_en,n_topics,has_position,src_position,has_attitude,src_attitude,has_status,src_status,has_imu,src_imu,has_actuator,src_actuator,has_att_sp,src_att_sp,has_rates_sp,src_rates_sp,has_battery,src_battery,has_ekf_ratios,src_ekf_ratios,has_ekf_innov,src_ekf_innov,has_land_det,src_land_det,rate_vehicle_local_position,rate_ok_vehicle_local_position,rate_vehicle_attitude,rate_ok_vehicle_attitude,duration_s,duration_ok,dropout_frac,dropout_ok,airborne_src,airborne_s,airborne_ok,n_errors,topics_ok,rates_ok,SURVIVES,log_id,db_duration_s,db_mav_type,db_date
b22e2c73-e70c-4f01-b8ac-caf98ac38c5c.ulg,True,17367168,PX4,PX4_FMU_V5,4011,2,,34,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_outputs,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_status(legacy),True,estimator_status,True,vehicle_land_detected,9.8,True,31.7,True,95.8,True,0.0003,True,land_detected,89.6,True,0,True,True,True,b22e2c73-e70c-4f01-b8ac-caf98ac38c5c,95,Quadrotor,2019-03-04
a6ebd61d-0527-4560-ab0b-583a1bf7072b.ulg,True,17694975,PX4,MODALAI_VOXL2,4250,2,,70,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_motors,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,10.0,True,300.5,True,16576410154946.8,True,0.0,True,land_detected,109.5,True,0,True,True,True,a6ebd61d-0527-4560-ab0b-583a1bf7072b,118,Quadrotor,2025-11-06
e5a85d05-05b7-48ae-a3ce-077ea0f9b64d.ulg,True,17694720,PX4,PX4_FMU_V5,4001,2,,73,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_motors,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,10.0,True,199.6,True,107.9,True,0.0,True,land_detected,102.7,True,19,True,True,True,e5a85d05-05b7-48ae-a3ce-077ea0f9b64d,107,Quadrotor,2025-03-25
93777e23-95d8-41dd-bb07-12d8347826a0.ulg,True,17695488,PX4,PX4_FMU_V6C,4001,2,,71,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_motors,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,10.0,True,220.8,True,184.4,True,0.0,True,land_detected,176.3,True,0,True,True,True,93777e23-95d8-41dd-bb07-12d8347826a0,184,Quadrotor,2024-09-06
e522f2f3-6395-423e-bf4d-cdde15de5da4.ulg,True,17956992,PX4,PX4_SITL,4001,2,1,79,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_motors,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,125.0,True,250.0,True,130.1,True,0.0,True,land_detected,127.3,True,0,True,True,True,e522f2f3-6395-423e-bf4d-cdde15de5da4,130,Quadrotor,2026-07-22
d6e1faf4-9c9a-432d-9868-b053b16ec240.ulg,True,17760256,PX4,CUBEPILOT_CUBEORANGEPLUS,4001,2,1,76,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_motors,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,9.7,True,194.5,True,250.5,True,0.0275,False,land_detected,245.7,True,0,True,True,False,d6e1faf4-9c9a-432d-9868-b053b16ec240,250,Quadrotor,2024-12-05
305ee619-2efe-4ee4-8e4f-138b75e30297.ulg,True,17761535,PX4,PX4_FMU_V5,4001,2,1,78,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_motors,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,10.0,True,20.0,True,67.2,True,0.0,True,land_detected,63.8,True,3,True,True,True,305ee619-2efe-4ee4-8e4f-138b75e30297,67,Quadrotor,2025-07-10
e0b7ded9-db3c-4179-8496-f43a72b6d89b.ulg,True,17498368,PX4,PX4_FMU_V2,4011,2,,43,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_outputs,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,10.0,True,20.0,True,194.8,True,0.0,True,land_detected,0.0,False,0,True,True,False,e0b7ded9-db3c-4179-8496-f43a72b6d89b,194,Quadrotor,2025-11-16
f1ce7214-d4be-4c62-8362-cd5cdba0aaaa.ulg,True,17236480,PX4,PX4FMU_V4PRO,4011,2,,29,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_outputs,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_status(legacy),True,estimator_status,True,vehicle_land_detected,9.8,True,31.4,True,607.8,True,0.0029,True,land_detected,604.9,True,0,True,True,True,f1ce7214-d4be-4c62-8362-cd5cdba0aaaa,607,Quadrotor,2017-12-29
4067c117-7227-47da-9158-f07075bca344.ulg,True,17825984,PX4,PX4_SITL,4001,2,1,84,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_motors,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,125.0,True,250.0,True,166.6,True,0.0,True,land_detected,142.9,True,4,True,True,True,4067c117-7227-47da-9158-f07075bca344,166,Quadrotor,2026-09-17
edf2e961-3f27-479b-ad6b-8aec617f2f3c.ulg,True,17694720,PX4,PX4_FMU_V6X,4001,2,,56,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_motors,False,,False,,False,,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,10.0,True,20.0,True,629.6,True,0.0,True,land_detected,0.0,False,1,False,True,False,edf2e961-3f27-479b-ad6b-8aec617f2f3c,629,Quadrotor,2024-08-09
7d2471bc-f857-47b0-a54f-9a5cbf530465.ulg,True,17761280,PX4,HKUST_NXT_DUAL,4001,2,1,74,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_motors,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,10.0,True,172.6,True,87.5,True,0.0,True,land_detected,0.0,False,0,True,True,False,7d2471bc-f857-47b0-a54f-9a5cbf530465,87,Quadrotor,2026-07-22
512d17da-9e2c-4059-b1dd-cfce948c7a64.ulg,True,17629952,PX4,CUAV_NORA,4001,2,,66,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_outputs,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,10.0,True,20.0,True,81.9,True,0.0,True,land_detected,78.0,True,0,True,True,True,512d17da-9e2c-4059-b1dd-cfce948c7a64,81,Quadrotor,2026-04-17
994bc9dd-370c-4eb4-b1f0-340c041710d8.ulg,True,17433088,PX4,PX4_FMU_V5,15002,2,,36,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_outputs,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_status(legacy),True,estimator_status,True,vehicle_land_detected,9.8,True,19.1,True,296.7,True,0.0,True,land_detected,256.6,True,1,True,True,True,994bc9dd-370c-4eb4-b1f0-340c041710d8,296,Quadrotor,2025-07-21
54f0c926-14eb-47de-a996-6a0ee3f33710.ulg,True,17498240,PX4,PX4_FMU_V4,4011,2,,50,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_outputs,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,9.8,True,19.0,True,472.5,True,0.0,True,land_detected,467.1,True,0,True,True,True,54f0c926-14eb-47de-a996-6a0ee3f33710,472,Quadrotor,2020-03-27
7d410c82-ffd0-49c8-a628-961130d9413e.ulg,True,17695488,PX4,MICOAIR_H743_V2,4001,2,,73,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_motors,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,10.0,True,191.4,True,68.7,True,0.0,True,land_detected,59.7,True,0,True,True,True,7d410c82-ffd0-49c8-a628-961130d9413e,68,Quadrotor,2026-02-04
707e858b-dfab-4bd3-b7e0-c3f1150f8cae.ulg,True,17302016,PX4,SITL,4010,2,,34,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_outputs,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_status(legacy),True,estimator_status,True,vehicle_land_detected,9.9,True,31.7,True,95.9,True,0.0,True,land_detected,63.3,True,0,True,True,True,707e858b-dfab-4bd3-b7e0-c3f1150f8cae,95,Quadrotor,2024-11-07
118ca8f4-7c23-4f0c-9d10-c47925b8a323.ulg,True,17825984,PX4,PX4_SITL,4001,2,1,73,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_motors,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,124.9,True,249.8,True,127.0,True,0.0009,True,land_detected,122.9,True,1,True,True,True,118ca8f4-7c23-4f0c-9d10-c47925b8a323,126,Quadrotor,2025-10-01
d4a9a7bf-504e-483e-a985-13259f143122.ulg,True,17825792,PX4,PX4_D_FC_V10,4001,2,1,87,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_motors,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,10.0,True,20.0,True,70.2,True,0.0,True,land_detected,66.0,True,0,True,True,True,d4a9a7bf-504e-483e-a985-13259f143122,70,Quadrotor,2026-07-01
ffedd774-4c77-4d62-9923-269581f75aca.ulg,True,17694720,PX4,HKUST_NXT_DUAL,4050,2,,62,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_motors,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,10.0,True,244.5,True,88.2,True,0.0042,True,land_detected,82.6,True,0,True,True,True,ffedd774-4c77-4d62-9923-269581f75aca,88,Quadrotor,2025-12-15
fe3b3d6c-aa4f-4cd4-b6a0-4c7ba4a9eb4b.ulg,True,17694720,PX4,PX4_SITL,10015,2,,80,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_motors,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,125.0,True,202.0,True,64.0,True,0.0,True,land_detected,45.9,True,0,True,True,True,fe3b3d6c-aa4f-4cd4-b6a0-4c7ba4a9eb4b,64,Quadrotor,2025-11-23
1fd03562-6f0e-4b0a-991b-2f57a4f1f64a.ulg,True,17695743,PX4,PX4_FMU_V6C,4001,2,,62,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_motors,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,10.0,True,20.0,True,122.4,True,0.0,True,land_detected,119.9,True,0,True,True,True,1fd03562-6f0e-4b0a-991b-2f57a4f1f64a,122,Quadrotor,2024-08-16
f006f798-6d86-47cf-8583-c166a8642c69.ulg,True,17367295,PX4,YUNEEC_TAP_H600,6024,2,,42,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_outputs,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_status(legacy),True,estimator_status,True,vehicle_land_detected,9.8,True,31.7,True,193.7,True,0.0002,True,land_detected,155.0,True,0,True,True,True,f006f798-6d86-47cf-8583-c166a8642c69,193,Quadrotor,2024-05-08
57fe4d17-b404-46f8-a6d1-dab61bae203d.ulg,True,17630207,PX4,PX4_FMU_V3,4015,2,,62,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_outputs,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,10.0,True,20.0,True,210.0,True,0.0004,True,land_detected,205.1,True,1,True,True,True,57fe4d17-b404-46f8-a6d1-dab61bae203d,209,Quadrotor,2026-05-26
0ab3ca07-0783-4e13-8747-bab39f46e013.ulg,True,17694975,PX4,PX4_FMU_V6X,4001,2,,69,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_motors,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,10.0,True,20.0,True,143.7,True,0.0,True,land_detected,136.0,True,0,True,True,True,0ab3ca07-0783-4e13-8747-bab39f46e013,143,Quadrotor,2024-04-26
3e230c59-f70b-437e-9dee-1106305dfb9f.ulg,True,17432576,PX4,DRONEYEE_ZYRACER,4011,2,,32,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_outputs,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_status(legacy),True,estimator_status,True,vehicle_land_detected,9.4,True,237.3,True,61.6,True,0.0504,False,land_detected,55.0,True,1,True,True,False,3e230c59-f70b-437e-9dee-1106305dfb9f,61,Quadrotor,2024-04-20
5ce1dcae-b2dd-4314-a962-54febf20a35b.ulg,True,17825984,PX4,PX4_FMU_V5,4001,2,1,83,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_motors,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,10.0,True,20.0,True,315.0,True,0.0002,True,land_detected,304.5,True,0,True,True,True,5ce1dcae-b2dd-4314-a962-54febf20a35b,315,Quadrotor,2025-07-28
f922fc5a-eb2c-48eb-94f7-6d8b4e69339b.ulg,True,17694720,PX4,PX4_FMU_V6C,4001,2,,69,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_motors,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,10.0,True,219.6,True,125.9,True,0.0,True,land_detected,123.2,True,0,True,True,True,f922fc5a-eb2c-48eb-94f7-6d8b4e69339b,125,Quadrotor,2024-07-18
fd9b9f44-ece7-4292-96a3-1044148f38fc.ulg,True,17694975,PX4,PX4_FMU_V6C,4052,2,,61,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_motors,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,10.0,True,20.0,True,68.0,True,0.0,True,land_detected,63.3,True,1,True,True,True,fd9b9f44-ece7-4292-96a3-1044148f38fc,68,Quadrotor,2024-05-14
dd3258e7-59f8-4655-ab3d-805b3eaf6681.ulg,True,17761280,PX4,PX4_SITL,22000,2,1,84,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_motors,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,125.0,True,209.8,True,68.5,True,0.0,True,land_detected,32.2,False,0,True,True,False,dd3258e7-59f8-4655-ab3d-805b3eaf6681,68,Quadrotor,2025-09-06
9c2bcad5-c9ca-4150-9b27-86b6698d1041.ulg,True,17563904,PX4,ARK_FMU_V6X,4001,2,,74,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_motors,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,9.2,True,185.1,True,85.1,True,0.076,False,land_detected,80.9,True,0,True,True,False,9c2bcad5-c9ca-4150-9b27-86b6698d1041,85,Quadrotor,2024-03-18
c68fe29a-29bb-4236-962e-25d3fc07d6b9.ulg,True,17499135,PX4,PX4_FMU_V2,4011,2,,48,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_outputs,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,10.0,True,20.0,True,142.1,True,0.0,True,land_detected,137.6,True,0,True,True,True,c68fe29a-29bb-4236-962e-25d3fc07d6b9,142,Quadrotor,2024-01-28
b476852b-4f78-4da5-8dbb-7a65d332a6e1.ulg,True,17826240,PX4,CUAV_X7PRO,4001,2,1,76,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_motors,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,6.7,True,135.9,True,61.8,True,0.3212,False,land_detected,57.4,True,0,True,True,False,b476852b-4f78-4da5-8dbb-7a65d332a6e1,61,Quadrotor,2026-05-07
dee129b2-fcd1-41b6-8700-ab572f18e582.ulg,True,17694720,PX4,PX4_FMU_V5,4005,2,,76,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_motors,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,10.0,True,20.0,True,308.3,True,0.0,True,land_detected,305.1,True,1,True,True,True,dee129b2-fcd1-41b6-8700-ab572f18e582,308,Quadrotor,2024-04-26
14c1efe4-310e-4425-8120-02ab5dcbcc29.ulg,True,17825984,PX4,XC_FLY_XC_SLIM,4001,2,1,80,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_motors,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,9.8,True,236.8,True,73.6,True,0.0261,False,land_detected,62.0,True,0,True,True,False,14c1efe4-310e-4425-8120-02ab5dcbcc29,73,Quadrotor,2025-09-11
9e805fe0-1839-449a-9ebb-2b36f79fac3d.ulg,True,17825984,PX4,KOADRONE_KOAFC,4001,2,1,86,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_motors,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,10.0,True,20.0,True,954.4,True,0.0,True,land_detected,942.7,True,0,True,True,True,9e805fe0-1839-449a-9ebb-2b36f79fac3d,954,Quadrotor,2026-06-18
8a6018bb-2640-4700-8771-fde4e3c40fda.ulg,True,17695743,PX4,PX4_FMU_V6C,4019,2,,63,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_motors,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,10.0,True,203.0,True,80.5,True,0.0,True,land_detected,76.0,True,0,True,True,True,8a6018bb-2640-4700-8771-fde4e3c40fda,80,Quadrotor,2024-12-02
4d82e666-d865-4056-a184-3b39dc3b605d.ulg,True,17694975,PX4,PX4_FMU_V6C,4001,2,,56,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_motors,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,10.0,True,20.0,True,163.7,True,0.0,True,land_detected,159.7,True,0,True,True,True,4d82e666-d865-4056-a184-3b39dc3b605d,163,Quadrotor,2024-01-03
b28317f6-f503-44a6-9f5d-a367f10dc612.ulg,True,255,PX4,PX4_FMU_V6C,4019,2,1,82,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_motors,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,10.0,True,20.0,True,91.6,True,0.0,True,land_detected,85.3,True,0,True,True,True,b28317f6-f503-44a6-9f5d-a367f10dc612,91,Quadrotor,2026-06-17
02275f67-25f6-4f5f-a1df-f98cd3cbf855.ulg,True,17564671,PX4,PX4_FMU_V5,4001,2,,56,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_outputs,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,9.4,True,187.2,True,90.1,True,0.0589,False,land_detected,0.0,False,0,True,True,False,02275f67-25f6-4f5f-a1df-f98cd3cbf855,90,Quadrotor,2023-12-15
f625de89-a2d8-4726-8480-4d5df3ccc1e2.ulg,True,17629952,PX4,PX4_FMU_V6C,4050,2,,77,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_outputs,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,9.6,True,210.0,True,115.9,True,0.0395,False,land_detected,107.5,True,1,True,True,False,f625de89-a2d8-4726-8480-4d5df3ccc1e2,115,Quadrotor,2025-08-22
b5749558-8c19-4a16-87c8-ddca2884ffb5.ulg,True,17760511,PX4,PX4_FMU_V6C,4001,2,1,74,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_motors,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,10.0,True,20.0,True,60.5,True,0.0,True,land_detected,53.5,True,0,True,True,True,b5749558-8c19-4a16-87c8-ddca2884ffb5,60,Quadrotor,2026-02-11
f8f7de46-d5d5-4dc9-b6d4-6bcdce5555f2.ulg,True,17826047,PX4,PX4_FMU_V6X,4001,2,1,82,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_motors,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,9.9,True,201.3,True,260.4,True,0.0062,True,land_detected,248.2,True,0,True,True,True,f8f7de46-d5d5-4dc9-b6d4-6bcdce5555f2,260,Quadrotor,2026-01-19
61c5c142-6433-42f2-8a3c-0f830fb29e13.ulg,True,17826047,PX4,PX4_FMU_V6X,4019,2,1,89,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_motors,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,10.0,True,20.0,True,384.8,True,0.0,True,land_detected,379.7,True,0,True,True,True,61c5c142-6433-42f2-8a3c-0f830fb29e13,384,Quadrotor,2025-11-18
2ea33ffb-eed2-4ba7-8d58-208df479096f.ulg,True,17564416,PX4,WGDRONES_DR001,4052,2,,68,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_outputs,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,10.0,True,20.0,True,776.7,True,0.0,True,land_detected,673.2,True,0,True,True,True,2ea33ffb-eed2-4ba7-8d58-208df479096f,776,Quadrotor,2025-07-31
43dc4086-5e2d-4a65-8552-97f1b4676794.ulg,True,17760768,PX4,MICOAIR_H743_V2,4001,2,1,67,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_motors,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,10.0,True,20.0,True,768.2,True,0.0,True,land_detected,758.0,True,0,True,True,True,43dc4086-5e2d-4a65-8552-97f1b4676794,768,Quadrotor,2025-09-08
03f43eef-c455-4d9a-8dd3-d6e54ecb154d.ulg,True,17695743,PX4,PX4_FMU_V6X,4001,2,,73,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_motors,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,10.0,True,20.0,True,945.5,True,0.0,True,land_detected,938.7,True,1,True,True,True,03f43eef-c455-4d9a-8dd3-d6e54ecb154d,945,Quadrotor,2025-07-10
9fb1f47f-bde5-4211-94cd-78b39c732504.ulg,True,17694720,PX4,PX4_FMU_V4,4998,2,,33,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_outputs,False,,False,,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,5.0,False,5.0,False,690.7,True,0.0001,True,land_detected,631.6,True,0,False,False,False,9fb1f47f-bde5-4211-94cd-78b39c732504,690,Quadrotor,2026-07-15
5d633275-3788-4c2d-9ff5-a788f59ca7c8.ulg,True,17694720,PX4,PX4_FMU_V4GBI6_G3,4001,2,,65,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_motors,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,10.0,True,20.0,True,805.8,True,0.0001,True,land_detected,795.1,True,0,True,True,True,5d633275-3788-4c2d-9ff5-a788f59ca7c8,805,Quadrotor,2026-02-18
a33d73d1-ae13-443e-a33e-64e5417454c9.ulg,True,17760256,PX4,LANJIAN_FMU_HPM,4001,2,1,69,True,vehicle_local_position,True,vehicle_attitude,True,vehicle_status,True,sensor_combined,True,actuator_motors,True,vehicle_attitude_setpoint,True,vehicle_rates_setpoint,True,battery_status,True,estimator_innovation_test_ratios,True,estimator_innovations,True,vehicle_land_detected,10.0,True,50.0,True,871.2,True,0.0,True,land_detected,668.3,True,205,True,True,True,a33d73d1-ae13-443e-a33e-64e5417454c9,871,Quadrotor,2025-04-20
